55750.5,4.466717889315011,0.5718503420244065,0.28,Ic
55765.5,3.4982965011276983,0.5451468044688933,0.021,Ic
55767.5,3.6106578894890076,0.6994528180787553,0.062,Ib
55771.5,6.054292647985746,0.2677286591191191,-1,Ib
55773.5,6.1433655263612765,0.1531919117706723,0.03,Ic
55775.5,4.565793685966034,0.8178302594089518,0.04,Ib
55790.5,4.339009966285022,0.37596525268154746,0.0098,Ib
55810.5,5.790851196248679,0.11319769196122223,0.026522,Ic
55820.5,5.859478269657617,0.6334405872588809,0.017,Ib-Ca
55829.5,0.20652553760901068,0.4856645291198832,0.0158,Ib
55829.5,4.680607989146915,0.5073604261632161,0.0173,Ib
55829.5,1.9733085222129587,0.4521110590639733,0.0189,Ib
55866.5,3.463133934464187,0.8255261917828846,0.028,Ib
55888.5,6.014135530779444,0.039996643877855606,0.0161,Ib
55909.5,0.5444990933909309,0.014573499254152652,0.02,Ic
55918.5,3.380928199474732,0.04632346241633505,0.0031,Ic
55919.5,5.771544218619013,0.5532136193088749,0.015894,Ic
55925.5,3.8264547615287157,0.2882537311225724,0.245,Ic
55930.5,2.5198540141518535,0.5732024873810211,0.0145,Ic
55930.5,0.14541065218886426,0.06640686915629758,0.03,Ib
55937.5,0.4352785704626908,0.5222752342488699,0.1924,SLSN-I
55941.5,2.557846195865161,0.3462961098386871,0.175,SLSN-I
55954.5,3.8945189662538864,-0.04308054370339336,0.0797,Ic
55975.5,1.3099946855514704,-0.04629388878178737,0.01224,Ic BL
56007.5,3.6080624394471874,0.4414092818671615,0.04,Ib
56013.5,2.290370851894422,0.7499916869709697,0.05402,Ibn
56017.5,4.134424653027811,0.4028141373786573,0.045,Ic
56039.5,4.245229062252235,0.5674370830852664,0.0309,Ic
56068.5,3.660711023554118,0.6325189564510917,0.0125,Ib/c
